#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,893,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:22:25.867987Z,1,error_count,hospital_device_data,NVM5,GBS2-DEV-016,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ICU-2,Idle
,,893,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:22:40.895496Z,1,error_count,hospital_device_data,NVM5,GBS2-DEV-016,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ICU-2,Idle
,,893,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:22:55.914869Z,2,error_count,hospital_device_data,NVM5,GBS2-DEV-016,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ICU-2,Idle
,,894,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:22:25.867987Z,86,health_percent,hospital_device_data,NVM5,GBS2-DEV-016,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ICU-2,Idle
,,894,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:22:40.895496Z,87,health_percent,hospital_device_data,NVM5,GBS2-DEV-016,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ICU-2,Idle
,,894,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:22:55.914869Z,90,health_percent,hospital_device_data,NVM5,GBS2-DEV-016,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ICU-2,Idle
,,895,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:22:25.867987Z,53,load,hospital_device_data,NVM5,GBS2-DEV-016,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ICU-2,Idle
,,895,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:22:40.895496Z,37,load,hospital_device_data,NVM5,GBS2-DEV-016,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ICU-2,Idle
,,895,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:22:55.914869Z,10,load,hospital_device_data,NVM5,GBS2-DEV-016,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ICU-2,Idle

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,896,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:22:25.867987Z,31.2,temperature,hospital_device_data,NVM5,GBS2-DEV-016,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ICU-2,Idle
,,896,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:22:40.895496Z,29.94,temperature,hospital_device_data,NVM5,GBS2-DEV-016,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ICU-2,Idle
,,896,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:22:55.914869Z,30.16,temperature,hospital_device_data,NVM5,GBS2-DEV-016,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ICU-2,Idle

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,897,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:03.074912Z,5,error_count,hospital_device_data,NVM5,GBS2-DEV-016,Critical,Healthy,Globus Medical,GBS2,Downtown,Siemens,ICU-2,Active
,,897,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:18.099709Z,2,error_count,hospital_device_data,NVM5,GBS2-DEV-016,Critical,Healthy,Globus Medical,GBS2,Downtown,Siemens,ICU-2,Active
,,897,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:23.107479Z,1,error_count,hospital_device_data,NVM5,GBS2-DEV-016,Critical,Healthy,Globus Medical,GBS2,Downtown,Siemens,ICU-2,Active
,,897,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:33.122603Z,0,error_count,hospital_device_data,NVM5,GBS2-DEV-016,Critical,Healthy,Globus Medical,GBS2,Downtown,Siemens,ICU-2,Active
,,898,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:03.074912Z,92,health_percent,hospital_device_data,NVM5,GBS2-DEV-016,Critical,Healthy,Globus Medical,GBS2,Downtown,Siemens,ICU-2,Active
,,898,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:18.099709Z,92,health_percent,hospital_device_data,NVM5,GBS2-DEV-016,Critical,Healthy,Globus Medical,GBS2,Downtown,Siemens,ICU-2,Active
,,898,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:23.107479Z,96,health_percent,hospital_device_data,NVM5,GBS2-DEV-016,Critical,Healthy,Globus Medical,GBS2,Downtown,Siemens,ICU-2,Active
,,898,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:33.122603Z,97,health_percent,hospital_device_data,NVM5,GBS2-DEV-016,Critical,Healthy,Globus Medical,GBS2,Downtown,Siemens,ICU-2,Active
,,899,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:03.074912Z,23,load,hospital_device_data,NVM5,GBS2-DEV-016,Critical,Healthy,Globus Medical,GBS2,Downtown,Siemens,ICU-2,Active
,,899,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:18.099709Z,12,load,hospital_device_data,NVM5,GBS2-DEV-016,Critical,Healthy,Globus Medical,GBS2,Downtown,Siemens,ICU-2,Active
,,899,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:23.107479Z,39,load,hospital_device_data,NVM5,GBS2-DEV-016,Critical,Healthy,Globus Medical,GBS2,Downtown,Siemens,ICU-2,Active
,,899,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:33.122603Z,18,load,hospital_device_data,NVM5,GBS2-DEV-016,Critical,Healthy,Globus Medical,GBS2,Downtown,Siemens,ICU-2,Active

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,900,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:03.074912Z,27.91,temperature,hospital_device_data,NVM5,GBS2-DEV-016,Critical,Healthy,Globus Medical,GBS2,Downtown,Siemens,ICU-2,Active
,,900,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:18.099709Z,27.31,temperature,hospital_device_data,NVM5,GBS2-DEV-016,Critical,Healthy,Globus Medical,GBS2,Downtown,Siemens,ICU-2,Active
,,900,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:23.107479Z,27.74,temperature,hospital_device_data,NVM5,GBS2-DEV-016,Critical,Healthy,Globus Medical,GBS2,Downtown,Siemens,ICU-2,Active
,,900,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:33.122603Z,28.22,temperature,hospital_device_data,NVM5,GBS2-DEV-016,Critical,Healthy,Globus Medical,GBS2,Downtown,Siemens,ICU-2,Active

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,901,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:08.086624Z,0,error_count,hospital_device_data,NVM5,GBS2-DEV-016,Critical,Healthy,Globus Medical,GBS2,Downtown,Siemens,ICU-2,Down
,,901,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:13.091194Z,3,error_count,hospital_device_data,NVM5,GBS2-DEV-016,Critical,Healthy,Globus Medical,GBS2,Downtown,Siemens,ICU-2,Down
,,901,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:28.115184Z,4,error_count,hospital_device_data,NVM5,GBS2-DEV-016,Critical,Healthy,Globus Medical,GBS2,Downtown,Siemens,ICU-2,Down
,,902,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:08.086624Z,94,health_percent,hospital_device_data,NVM5,GBS2-DEV-016,Critical,Healthy,Globus Medical,GBS2,Downtown,Siemens,ICU-2,Down
,,902,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:13.091194Z,89,health_percent,hospital_device_data,NVM5,GBS2-DEV-016,Critical,Healthy,Globus Medical,GBS2,Downtown,Siemens,ICU-2,Down
,,902,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:28.115184Z,86,health_percent,hospital_device_data,NVM5,GBS2-DEV-016,Critical,Healthy,Globus Medical,GBS2,Downtown,Siemens,ICU-2,Down
,,903,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:08.086624Z,56,load,hospital_device_data,NVM5,GBS2-DEV-016,Critical,Healthy,Globus Medical,GBS2,Downtown,Siemens,ICU-2,Down
,,903,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:13.091194Z,61,load,hospital_device_data,NVM5,GBS2-DEV-016,Critical,Healthy,Globus Medical,GBS2,Downtown,Siemens,ICU-2,Down
,,903,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:28.115184Z,25,load,hospital_device_data,NVM5,GBS2-DEV-016,Critical,Healthy,Globus Medical,GBS2,Downtown,Siemens,ICU-2,Down

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,904,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:08.086624Z,27.68,temperature,hospital_device_data,NVM5,GBS2-DEV-016,Critical,Healthy,Globus Medical,GBS2,Downtown,Siemens,ICU-2,Down
,,904,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:13.091194Z,27.66,temperature,hospital_device_data,NVM5,GBS2-DEV-016,Critical,Healthy,Globus Medical,GBS2,Downtown,Siemens,ICU-2,Down
,,904,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:28.115184Z,27.77,temperature,hospital_device_data,NVM5,GBS2-DEV-016,Critical,Healthy,Globus Medical,GBS2,Downtown,Siemens,ICU-2,Down

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,905,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T13:30:49.987932Z,4,error_count,hospital_device_data,NVM5,GBS2-DEV-017,Critical,Critical,Globus Medical,GBS2,Downtown,Medtronic,ICU-1,Active
,,906,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T13:30:49.987932Z,44,health_percent,hospital_device_data,NVM5,GBS2-DEV-017,Critical,Critical,Globus Medical,GBS2,Downtown,Medtronic,ICU-1,Active
,,907,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T13:30:49.987932Z,70,load,hospital_device_data,NVM5,GBS2-DEV-017,Critical,Critical,Globus Medical,GBS2,Downtown,Medtronic,ICU-1,Active

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,908,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T13:30:49.987932Z,35.05,temperature,hospital_device_data,NVM5,GBS2-DEV-017,Critical,Critical,Globus Medical,GBS2,Downtown,Medtronic,ICU-1,Active

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,909,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T13:30:54.994926Z,2,error_count,hospital_device_data,NVM5,GBS2-DEV-017,Critical,Critical,Globus Medical,GBS2,Downtown,Medtronic,ICU-1,Down
,,910,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T13:30:54.994926Z,58,health_percent,hospital_device_data,NVM5,GBS2-DEV-017,Critical,Critical,Globus Medical,GBS2,Downtown,Medtronic,ICU-1,Down
,,911,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T13:30:54.994926Z,84,load,hospital_device_data,NVM5,GBS2-DEV-017,Critical,Critical,Globus Medical,GBS2,Downtown,Medtronic,ICU-1,Down

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,912,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T13:30:54.994926Z,36.57,temperature,hospital_device_data,NVM5,GBS2-DEV-017,Critical,Critical,Globus Medical,GBS2,Downtown,Medtronic,ICU-1,Down

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,913,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T13:30:44.980179Z,3,error_count,hospital_device_data,NVM5,GBS2-DEV-017,Critical,Critical,Globus Medical,GBS2,Downtown,Medtronic,ICU-1,Idle
,,914,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T13:30:44.980179Z,55,health_percent,hospital_device_data,NVM5,GBS2-DEV-017,Critical,Critical,Globus Medical,GBS2,Downtown,Medtronic,ICU-1,Idle
,,915,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T13:30:44.980179Z,85,load,hospital_device_data,NVM5,GBS2-DEV-017,Critical,Critical,Globus Medical,GBS2,Downtown,Medtronic,ICU-1,Idle

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,916,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T13:30:44.980179Z,34.12,temperature,hospital_device_data,NVM5,GBS2-DEV-017,Critical,Critical,Globus Medical,GBS2,Downtown,Medtronic,ICU-1,Idle

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,917,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T13:30:49.98794Z,4,error_count,hospital_device_data,NVM5,GBS2-DEV-018,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ICU-1,Down
,,918,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T13:30:49.98794Z,80,health_percent,hospital_device_data,NVM5,GBS2-DEV-018,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ICU-1,Down
,,919,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T13:30:49.98794Z,90,load,hospital_device_data,NVM5,GBS2-DEV-018,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ICU-1,Down

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,920,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T13:30:49.98794Z,27.82,temperature,hospital_device_data,NVM5,GBS2-DEV-018,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ICU-1,Down

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,921,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T13:30:44.980187Z,2,error_count,hospital_device_data,NVM5,GBS2-DEV-018,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ICU-1,Idle
,,921,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T13:30:54.99495Z,4,error_count,hospital_device_data,NVM5,GBS2-DEV-018,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ICU-1,Idle
